year,energy_type,country_code,energy
1985,natural_gas,BLR,
1985,petroleum,BLR,
1985,all_renewable,BLR,
1985,nuclear,BLR,
1985,renewables,BLR,
1985,total,BEL,1.954325136
1985,coal,BEL,0.436030049
1985,natural_gas,BEL,0.32589
1985,petroleum,BEL,0.852212849
1985,all_renewable,BEL,0.340192238
1985,nuclear,BEL,0.339277576
1985,renewables,BEL,0.000914662
1985,total,BLZ,0.003387842
1985,coal,BLZ,0
1985,natural_gas,BLZ,0
1985,petroleum,BLZ,0.002969962
1985,all_renewable,BLZ,0.00041788
1985,renewables,BLZ,0.00041788
1985,total,BEN,0.007698814
1985,coal,BEN,0
1985,natural_gas,BEN,0
1985,petroleum,BEN,0.00712901
1985,all_renewable,BEN,0.000569804
1985,renewables,BEN,0.000569804
1985,total,BMU,0.007327424
1985,coal,BMU,0
1985,natural_gas,BMU,0
1985,petroleum,BMU,0.007327424
1985,all_renewable,BMU,0
1985,renewables,BMU,0
1985,total,BTN,0.000559007
1985,coal,BTN,2.0653E-05
1985,natural_gas,BTN,0
1985,petroleum,BTN,0.000383126
1985,all_renewable,BTN,0.000155228
1985,renewables,BTN,0.000155228
1985,total,BOL,0.067154737
1985,coal,BOL,0
1985,natural_gas,BOL,0.011
1985,petroleum,BOL,0.043789112
1985,all_renewable,BOL,0.012365625
1985,renewables,BOL,0.012365625
1985,total,BIH,
1985,coal,BIH,
1985,natural_gas,BIH,
1985,petroleum,BIH,
1985,all_renewable,BIH,
1985,nuclear,BIH,
1985,renewables,BIH,
1985,total,BWA,0.01896601
1985,coal,BWA,0.010919212
1985,natural_gas,BWA,0
1985,petroleum,BWA,0.007285922
1985,all_renewable,BWA,0.000760876
1985,renewables,BWA,0.000760876
1985,total,BRA,4.572709869
1985,coal,BRA,0.353306166
1985,natural_gas,BRA,0.101844
1985,petroleum,BRA,2.199979184
1985,all_renewable,BRA,1.917580519
1985,nuclear,BRA,0.029928566
1985,renewables,BRA,1.887651953
1985,total,VGB,0.000423248
1985,coal,VGB,0
1985,natural_gas,VGB,0
1985,petroleum,VGB,0.000423248
1985,all_renewable,VGB,0
1985,renewables,VGB,0
1985,total,BRN,0.076953186
1985,coal,BRN,0
1985,natural_gas,BRN,0.064342
1985,petroleum,BRN,0.012611186
1985,all_renewable,BRN,0
1985,renewables,BRN,0
1985,total,BGR,1.438189022
1985,coal,BGR,0.409436424
1985,natural_gas,BGR,0.206736
1985,petroleum,BGR,0.628715702
1985,all_renewable,BGR,0.193300896
1985,nuclear,BGR,0.13619925
1985,renewables,BGR,0.057101646
1985,total,BFA,0.005819147
1985,coal,BFA,0
1985,natural_gas,BFA,0
1985,petroleum,BFA,0.005819147
1985,all_renewable,BFA,0
1985,renewables,BFA,0
1985,total,MMR,0.087980683
1985,coal,MMR,0.002177107
1985,natural_gas,MMR,0.029316
1985,petroleum,MMR,0.045854106
1985,all_renewable,MMR,0.010633471
1985,renewables,MMR,0.010633471
1985,total,BDI,0.002675837
1985,coal,BDI,0
1985,natural_gas,BDI,0
1985,petroleum,BDI,0.002051971
1985,all_renewable,BDI,0.000623866
1985,renewables,BDI,0.000623866
1985,total,CPV,0.002138795
1985,coal,CPV,0
1985,natural_gas,CPV,0
1985,petroleum,CPV,0.002138795
1985,all_renewable,CPV,0
1985,renewables,CPV,0
1985,total,KHM,0.006251088
1985,coal,KHM,0
1985,natural_gas,KHM,0
1985,petroleum,KHM,0.005885443
1985,all_renewable,KHM,0.000365645
1985,renewables,KHM,0.000365645
1985,total,CMR,0.065186583
1985,coal,CMR,0
1985,natural_gas,CMR,0
1985,petroleum,CMR,0.041210718
1985,all_renewable,CMR,0.023975865
1985,renewables,CMR,0.023975865
1985,total,CAN,9.875643259
1985,coal,CAN,0.946785706
1985,natural_gas,CAN,2.20397
1985,petroleum,CAN,3.037175182
1985,all_renewable,CAN,3.687712371
1985,nuclear,CAN,0.65944725
1985,renewables,CAN,3.028265121
1985,total,CYM,0.001607612
1985,coal,CYM,0
1985,natural_gas,CYM,0
1985,petroleum,CYM,0.001607612
1985,all_renewable,CYM,0
1985,renewables,CYM,0
1985,total,CAF,0.003501405
1985,coal,CAF,0
1985,natural_gas,CAF,0
1985,petroleum,CAF,0.002874585
1985,all_renewable,CAF,0.00062682
1985,renewables,CAF,0.00062682
1985,total,TCD,0.002260868
1985,coal,TCD,0
1985,natural_gas,TCD,0
1985,petroleum,TCD,0.002260868
1985,all_renewable,TCD,0
1985,renewables,TCD,0
1985,total,CHL,0.387895214
1985,coal,CHL,0.035005642
1985,natural_gas,CHL,0.044
1985,petroleum,CHL,0.198209308
1985,all_renewable,CHL,0.110680264
1985,renewables,CHL,0.110680264
1985,total,CHN,24.30192826
1985,coal,CHN,18.53576981
1985,natural_gas,CHN,0.526007
1985,petroleum,CHN,4.291206769
1985,all_renewable,CHN,0.948944689
1985,nuclear,CHN,
1985,renewables,CHN,0.948944689
1985,total,COL,0.84235896
1985,coal,COL,0.104801044
1985,natural_gas,COL,0.1728
1985,petroleum,COL,0.337919978
1985,all_renewable,COL,0.226837938
1985,renewables,COL,0.226837938
1985,total,COM,0.000652138
1985,coal,COM,0
1985,natural_gas,COM,0
1985,petroleum,COM,0.000631244
1985,all_renewable,COM,0.000020894
1985,renewables,COM,0.000020894
1985,total,COG,0.016628856
1985,coal,COG,0
1985,natural_gas,COG,0.002094
1985,petroleum,COG,0.011239512
1985,all_renewable,COG,0.003295344
1985,renewables,COG,0.003295344
1985,total,COD,0.097221225
1985,coal,COD,0.003153024
1985,natural_gas,COD,0
1985,petroleum,COD,0.040070105
1985,all_renewable,COD,0.053998096
1985,renewables,COD,0.053998096
1985,total,COK,0.000835363
1985,coal,COK,0
1985,natural_gas,COK,0
1985,petroleum,COK,0.000835363
1985,all_renewable,COK,0
1985,renewables,COK,0
1985,total,CRI,0.059688373
1985,coal,CRI,0
1985,natural_gas,CRI,0
1985,petroleum,CRI,0.031170878
1985,all_renewable,CRI,0.028517495
1985,renewables,CRI,0.028517495
1985,total,HRV,
1985,coal,HRV,
1985,natural_gas,HRV,
1985,petroleum,HRV,
1985,all_renewable,HRV,
1985,nuclear,HRV,
1985,renewables,HRV,
1985,total,CUB,0.485578705
1985,coal,CUB,0.003239945
1985,natural_gas,CUB,0.0002094
1985,petroleum,CUB,0.46933252
1985,all_renewable,CUB,0.01279684
1985,renewables,CUB,0.01279684
1985,total,CYP,0.045028072
1985,coal,CYP,0.00051225
1985,natural_gas,CYP,0
1985,petroleum,CYP,0.044515822
1985,all_renewable,CYP,0
1985,renewables,CYP,0
1985,total,CZE,
1985,coal,CZE,
1985,natural_gas,CZE,
1985,petroleum,CZE,
1985,all_renewable,CZE,
1985,nuclear,CZE,
1985,renewables,CZE,
1985,total,CIV,0.077240414
1985,coal,CIV,0
1985,natural_gas,CIV,0
1985,petroleum,CIV,0.063199646
1985,all_renewable,CIV,0.014040768
1985,renewables,CIV,0.014040768
1985,total,DNK,0.779730832
1985,coal,DNK,0.277270479
1985,natural_gas,DNK,0.029484
1985,petroleum,DNK,0.468384437
1985,all_renewable,DNK,0.004591916
1985,renewables,DNK,0.004591916
1985,total,DJI,0.010796011
1985,coal,DJI,0
1985,natural_gas,DJI,0
1985,petroleum,DJI,0.010796011
1985,all_renewable,DJI,0
1985,renewables,DJI,0
1985,total,DMA,0.000759221
1985,coal,DMA,0
1985,natural_gas,DMA,0
1985,petroleum,DMA,0.000612963
1985,all_renewable,DMA,0.000146258
1985,renewables,DMA,0.000146258
1985,total,DOM,0.099429651
1985,coal,DOM,0.000522951
1985,natural_gas,DOM,0
1985,petroleum,DOM,0.087686621
1985,all_renewable,DOM,0.011220078
1985,renewables,DOM,0.011220078
1985,total,ECU,0.220721595
1985,coal,ECU,0
1985,natural_gas,ECU,0.0052
1985,petroleum,ECU,0.176230428
1985,all_renewable,ECU,0.039291167
1985,renewables,ECU,0.039291167
1985,total,EGY,1.219938124
1985,coal,EGY,0.030102067
1985,natural_gas,EGY,0.183225
1985,petroleum,EGY,0.923351152
1985,all_renewable,EGY,0.083259905
1985,renewables,EGY,0.083259905
1985,total,SLV,0.04574569
1985,coal,SLV,0
1985,natural_gas,SLV,0
1985,petroleum,SLV,0.029082725
1985,all_renewable,SLV,0.016662965
1985,renewables,SLV,0.016662965
1985,total,GNQ,0.001264726
1985,coal,GNQ,0
1985,natural_gas,GNQ,0
1985,petroleum,GNQ,0.001243832
1985,all_renewable,GNQ,0.000020894
1985,renewables,GNQ,0.000020894
1985,total,ERI,
1985,coal,ERI,
1985,natural_gas,ERI,
1985,petroleum,ERI,
1985,all_renewable,ERI,
1985,nuclear,ERI,
1985,renewables,ERI,
1985,total,EST,
1985,coal,EST,
1985,natural_gas,EST,
1985,petroleum,EST,
1985,all_renewable,EST,
1985,nuclear,EST,
1985,renewables,EST,
1985,total,SWZ,0.010497978
1985,coal,SWZ,0.003908102
1985,natural_gas,SWZ,0
1985,petroleum,SWZ,0.004657181
1985,all_renewable,SWZ,0.001932695
1985,renewables,SWZ,0.001932695
1985,total,ETH,0.045533662
1985,coal,ETH,0
1985,natural_gas,ETH,0
1985,petroleum,ETH,0.037729753
1985,all_renewable,ETH,0.007803909
1985,renewables,ETH,0.007803909
1985,total,FLK,0.000220567
1985,coal,FLK,0
1985,natural_gas,FLK,0
1985,petroleum,FLK,0.000220567
1985,all_renewable,FLK,0
1985,renewables,FLK,0
1985,total,FRO,0.00797269
1985,coal,FRO,0
1985,natural_gas,FRO,0
1985,petroleum,FRO,0.007460787
1985,all_renewable,FRO,0.000511903
1985,renewables,FRO,0.000511903
1985,total,FJI,0.014710552
1985,coal,FJI,0.000294976
1985,natural_gas,FJI,0
1985,petroleum,FJI,0.011375499
1985,all_renewable,FJI,0.003040077
1985,renewables,FJI,0.003040077
1985,total,FIN,0.969418206
1985,coal,FIN,0.135241774
1985,natural_gas,FIN,0.035525
1985,petroleum,FIN,0.433686343
1985,all_renewable,FIN,0.364965089
1985,nuclear,FIN,0.1863627
1985,renewables,FIN,0.178602389
1985,total,CSK,3.200339669
1985,coal,CSK,2.004871565
1985,natural_gas,CSK,0.399267
1985,petroleum,CSK,0.642261867
1985,all_renewable,CSK,0.153939237
1985,nuclear,CSK,0.1460606
1985,renewables,CSK,0.007878637
1985,total,SCG,
1985,coal,SCG,
1985,natural_gas,SCG,
1985,petroleum,SCG,
1985,all_renewable,SCG,
1985,nuclear,SCG,
1985,renewables,SCG,
1985,total,SUN,58.5315461
1985,coal,SUN,14.61632587
1985,natural_gas,SUN,20.951664
1985,petroleum,SUN,18.97022724
1985,all_renewable,SUN,3.993328984
1985,nuclear,SUN,1.94947561
1985,renewables,SUN,2.043853374
1985,total,YUG,2.843698374
1985,coal,YUG,1.622870177
1985,natural_gas,YUG,0.220688
1985,petroleum,YUG,0.700874518
1985,all_renewable,YUG,0.299265678
1985,nuclear,YUG,0.045920136
1985,renewables,YUG,0.253345542
1985,total,FRA,8.474036292
1985,coal,FRA,1.055702415
1985,natural_gas,FRA,1.06338
1985,petroleum,FRA,3.600256471
1985,all_renewable,FRA,2.754697406
1985,nuclear,FRA,2.145921912
1985,renewables,FRA,0.608775494
1985,total,GUF,0.004536549
1985,coal,GUF,0
1985,natural_gas,GUF,0
1985,petroleum,GUF,0.004536549
1985,all_renewable,GUF,0
1985,renewables,GUF,0
1985,total,PYF,0.011056407
1985,coal,PYF,0
1985,natural_gas,PYF,0
1985,petroleum,PYF,0.010722103
1985,all_renewable,PYF,0.000334304
1985,renewables,PYF,0.000334304
1985,total,GAB,0.032079812
1985,coal,GAB,0
1985,natural_gas,GAB,0.002094
1985,petroleum,GAB,0.023090792
1985,all_renewable,GAB,0.00689502
1985,renewables,GAB,0.00689502
1985,total,GMB,0.002430563
1985,coal,GMB,0
1985,natural_gas,GMB,0
1985,petroleum,GMB,0.002430563
1985,all_renewable,GMB,0
1985,renewables,GMB,0
1985,total,GEO,
1985,coal,GEO,
1985,natural_gas,GEO,
1985,petroleum,GEO,
1985,all_renewable,GEO,
1985,nuclear,GEO,
1985,renewables,GEO,
1985,total,DEU,
1985,coal,DEU,
1985,natural_gas,DEU,
1985,petroleum,DEU,
1985,all_renewable,DEU,
1985,nuclear,DEU,
1985,renewables,DEU,
1985,total,DDR,6.187995198
1985,coal,DDR,5.053453294
1985,natural_gas,DDR,0.2262
1985,petroleum,DDR,0.767688075
1985,all_renewable,DDR,0.140653829
1985,nuclear,DDR,0.143670442
1985,renewables,DDR,-0.003016613
1985,total,DEUW,11.30585415
1985,coal,DEUW,3.368968863
1985,natural_gas,DEUW,1.745808
1985,petroleum,DEUW,4.730380698
1985,all_renewable,DEUW,1.460696587
1985,nuclear,DEUW,1.32008247
1985,renewables,DEUW,0.140614117
1985,total,GHA,0.059286956
1985,coal,GHA,0
1985,natural_gas,GHA,0
1985,petroleum,GHA,0.028908984
1985,all_renewable,GHA,0.030377972
1985,renewables,GHA,0.030377972
1985,total,GIB,0.012463602
1985,coal,GIB,0
1985,natural_gas,GIB,0
1985,petroleum,GIB,0.012463602
1985,all_renewable,GIB,0
1985,renewables,GIB,0
1985,total,GRC,0.758034746
1985,coal,GRC,0.209891608
1985,natural_gas,GRC,0.002878
1985,petroleum,GRC,0.512029768
1985,all_renewable,GRC,0.033235371
1985,renewables,GRC,0.033235371
1985,total,GRL,0.007163633
1985,coal,GRL,0
1985,natural_gas,GRL,0
1985,petroleum,GRL,0.007163633
1985,all_renewable,GRL,0
1985,renewables,GRL,0
1985,total,GRD,0.000815865
1985,coal,GRD,0
1985,natural_gas,GRD,0
1985,petroleum,GRD,0.000815865
1985,all_renewable,GRD,0
1985,renewables,GRD,0
1985,total,GLP,0.013072887
1985,coal,GLP,0
1985,natural_gas,GLP,0
1985,petroleum,GLP,0.013072887
1985,all_renewable,GLP,0
1985,renewables,GLP,0
1985,total,GUM,0.009167272
1985,coal,GUM,0
1985,natural_gas,GUM,0
1985,petroleum,GUM,0.009167272
1985,all_renewable,GUM,0
1985,renewables,GUM,0
1985,total,GTM,0.0600408
1985,coal,GTM,0
1985,natural_gas,GTM,0
1985,petroleum,GTM,0.052424937
1985,all_renewable,GTM,0.007615863
1985,renewables,GTM,0.007615863
1985,total,GIN,0.013066437
1985,coal,GIN,0
1985,natural_gas,GIN,0
1985,petroleum,GIN,0.01138447
1985,all_renewable,GIN,0.001681967
1985,renewables,GIN,0.001681967
1985,total,GNB,0.001828502
1985,coal,GNB,0
1985,natural_gas,GNB,0
1985,petroleum,GNB,0.001828502
1985,all_renewable,GNB,0
1985,renewables,GNB,0
1985,total,GUY,0.020132151
1985,coal,GUY,0
1985,natural_gas,GUY,0
1985,petroleum,GUY,0.020079916
1985,all_renewable,GUY,0.000052235
1985,renewables,GUY,0.000052235
1985,total,HTI,0.015143646
1985,coal,HTI,0.001876183
1985,natural_gas,HTI,0
1985,petroleum,HTI,0.010060234
1985,all_renewable,HTI,0.003207229
1985,renewables,HTI,0.003207229
1985,total,HITZ,0.11043
1985,coal,HITZ,0
1985,natural_gas,HITZ,0
1985,petroleum,HITZ,0.11043
1985,all_renewable,HITZ,0
1985,nuclear,HITZ,
1985,renewables,HITZ,0
1985,total,HND,0.031840909
1985,coal,HND,0
1985,natural_gas,HND,0
1985,petroleum,HND,0.022793807
1985,all_renewable,HND,0.009047102
1985,renewables,HND,0.009047102
1985,total,HKG,0.36461138
1985,coal,HKG,0.132873427
1985,natural_gas,HKG,0
1985,petroleum,HKG,0.235209669
1985,all_renewable,HKG,-0.003471716
1985,renewables,HKG,-0.003471716
1985,total,HUN,1.178784625
1985,coal,HUN,0.207100137
1985,natural_gas,HUN,0.38868
1985,petroleum,HUN,0.432976761
1985,all_renewable,HUN,0.150027728
1985,nuclear,HUN,0.069448804
1985,renewables,HUN,0.080578924
1985,total,ISL,0.06558651
1985,coal,ISL,0.001931
1985,natural_gas,ISL,0
1985,petroleum,ISL,0.022562934
1985,all_renewable,ISL,0.041092575
1985,renewables,ISL,0.041092575
1985,total,IND,4.561107971
1985,coal,IND,1.949907173
1985,natural_gas,IND,0.151605
1985,petroleum,IND,1.877449174
1985,all_renewable,IND,0.582146624
1985,nuclear,IND,0.05480004
1985,renewables,IND,0.527346584
1985,total,IDN,1.549581799
1985,coal,IDN,0.053358012
1985,natural_gas,IDN,0.4796
1985,petroleum,IDN,0.971935783
1985,all_renewable,IDN,0.044688004
1985,renewables,IDN,0.044688004
1985,total,IRN,2.408062407
1985,coal,IRN,0.040411672
1985,natural_gas,IRN,0.6336
1985,petroleum,IRN,1.668548045
1985,all_renewable,IRN,0.06550269
1985,nuclear,IRN,
1985,renewables,IRN,0.06550269
1985,total,IRQ,0.572683953
1985,coal,IRQ,0
1985,natural_gas,IRQ,0.024081
1985,petroleum,IRQ,0.542292965
1985,all_renewable,IRQ,0.006309988
1985,renewables,IRQ,0.006309988
1985,total,IRL,0.307525087
1985,coal,IRL,0.036774888
1985,natural_gas,IRL,0.087522
1985,petroleum,IRL,0.174558453
1985,all_renewable,IRL,0.008669747
1985,renewables,IRL,0.008669747
1985,total,ISR,0.356481988
1985,coal,ISR,0.072849079
1985,natural_gas,ISR,0.002078
1985,petroleum,ISR,0.282349904
1985,all_renewable,ISR,-0.000794996
1985,renewables,ISR,-0.000794996
1985,total,ITA,6.012280608
1985,coal,ITA,0.625498764
1985,natural_gas,ITA,1.182077
1985,petroleum,ITA,3.596964517
1985,all_renewable,ITA,0.607740327
1985,nuclear,ITA,0.080028207
1985,renewables,ITA,0.52771212
1985,total,JAM,0.067946731
1985,coal,JAM,0
1985,natural_gas,JAM,0
1985,petroleum,JAM,0.066651303
1985,all_renewable,JAM,0.001295428
1985,renewables,JAM,0.001295428
1985,total,JPN,16.07366393
1985,coal,JPN,2.999394524
1985,natural_gas,JPN,1.536996
1985,petroleum,JPN,9.069691044
1985,all_renewable,JPN,2.467582358
1985,nuclear,JPN,1.593248422
1985,renewables,JPN,0.874333936
1985,total,JOR,0.121586846
1985,coal,JOR,0
1985,natural_gas,JOR,0
1985,petroleum,JOR,0.12166191
1985,all_renewable,JOR,-0.000075064
1985,renewables,JOR,-0.000075064
1985,total,KAZ,
1985,coal,KAZ,
1985,natural_gas,KAZ,
1985,petroleum,KAZ,
1985,all_renewable,KAZ,
1985,nuclear,KAZ,
1985,renewables,KAZ,
1985,total,KEN,0.102870469
1985,coal,KEN,0.001821874
1985,natural_gas,KEN,0
1985,petroleum,KEN,0.077909477
1985,all_renewable,KEN,0.023139119
1985,renewables,KEN,0.023139119
1985,total,KIR,0.000211425
1985,coal,KIR,0
1985,natural_gas,KIR,0
1985,petroleum,KIR,0.000211425
1985,all_renewable,KIR,0
1985,renewables,KIR,0
1985,total,XKS,
1985,coal,XKS,
1985,natural_gas,XKS,
1985,petroleum,XKS,
1985,all_renewable,XKS,
1985,nuclear,XKS,
1985,renewables,XKS,
1985,total,KWT,0.404097386
1985,coal,KWT,0
1985,natural_gas,KWT,0.14658
1985,petroleum,KWT,0.257517386
1985,all_renewable,KWT,0
1985,renewables,KWT,0
1985,total,KGZ,
1985,coal,KGZ,
1985,natural_gas,KGZ,
1985,petroleum,KGZ,
1985,all_renewable,KGZ,
1985,nuclear,KGZ,
1985,renewables,KGZ,
1985,total,LAO,0.009266944
1985,coal,LAO,0
1985,natural_gas,LAO,0
1985,petroleum,LAO,0.002347417
1985,all_renewable,LAO,0.006919527
1985,renewables,LAO,0.006919527
1985,total,LVA,
1985,coal,LVA,
1985,natural_gas,LVA,
1985,petroleum,LVA,
1985,all_renewable,LVA,
1985,nuclear,LVA,
1985,renewables,LVA,
1985,total,LBN,0.10674964
1985,coal,LBN,0
1985,natural_gas,LBN,0
1985,petroleum,LBN,0.099581691
1985,all_renewable,LBN,0.007167949
1985,renewables,LBN,0.007167949
1985,total,LSO,0.002238065
1985,coal,LSO,0
1985,natural_gas,LSO,0
1985,petroleum,LSO,0.002238065
1985,all_renewable,LSO,0
1985,renewables,LSO,0
1985,total,LBR,0.026451196
1985,coal,LBR,0
1985,natural_gas,LBR,0
1985,petroleum,LBR,0.023745423
1985,all_renewable,LBR,0.002705773
1985,renewables,LBR,0.002705773
1985,total,LBY,0.421985169
1985,coal,LBY,0
1985,natural_gas,LBY,0.149721
1985,petroleum,LBY,0.272264169
1985,all_renewable,LBY,0
1985,renewables,LBY,0
1985,total,LTU,
1985,coal,LTU,
1985,natural_gas,LTU,
1985,petroleum,LTU,
1985,all_renewable,LTU,
1985,nuclear,LTU,
1985,renewables,LTU,
1985,total,LUX,0.12940732
1985,coal,LUX,0.004917501
1985,natural_gas,LUX,0.013092
1985,petroleum,LUX,0.044990786
1985,all_renewable,LUX,0.066407033
1985,renewables,LUX,0.066407033
1985,total,MAC,0.008971629
1985,coal,MAC,0
1985,natural_gas,MAC,0
1985,petroleum,MAC,0.008811265
1985,all_renewable,MAC,0.000160364
1985,renewables,MAC,0.000160364
1985,total,MDG,0.021055919
1985,coal,MDG,9.4315E-05
1985,natural_gas,MDG,0
1985,petroleum,MDG,0.018297619
1985,all_renewable,MDG,0.002663985
1985,renewables,MDG,0.002663985
1985,total,MWI,0.012231808
1985,coal,MWI,0.00152834
1985,natural_gas,MWI,0
1985,petroleum,MWI,0.00579679
1985,all_renewable,MWI,0.004906678
1985,renewables,MWI,0.004906678
1985,total,MYS,0.692128036
1985,coal,MYS,0.00909878
1985,natural_gas,MYS,0.234675
1985,petroleum,MYS,0.40874602
1985,all_renewable,MYS,0.039608236
1985,renewables,MYS,0.039608236
1985,total,MDV,0.000842466
1985,coal,MDV,0
1985,natural_gas,MDV,0
1985,petroleum,MDV,0.000842466
1985,all_renewable,MDV,0
1985,renewables,MDV,0
1985,total,MLI,0.008131396
1985,coal,MLI,0
1985,natural_gas,MLI,0
1985,petroleum,MLI,0.006741945
1985,all_renewable,MLI,0.001389451
1985,renewables,MLI,0.001389451
1985,total,MLT,0.015128688
1985,coal,MLT,0.00225463
1985,natural_gas,MLT,0
1985,petroleum,MLT,0.012874058
1985,all_renewable,MLT,0
1985,renewables,MLT,0
1985,total,MTQ,0.009958018
1985,coal,MTQ,0
1985,natural_gas,MTQ,0
1985,petroleum,MTQ,0.009958018
1985,all_renewable,MTQ,0
1985,renewables,MTQ,0
1985,total,MRT,0.01285448
1985,coal,MRT,0.000172067
1985,natural_gas,MRT,0
1985,petroleum,MRT,0.012358557
1985,all_renewable,MRT,0.000323857
1985,renewables,MRT,0.000323857
1985,total,MUS,0.014329128
1985,coal,MUS,0.000875183
1985,natural_gas,MUS,0
1985,petroleum,MUS,0.012262987
1985,all_renewable,MUS,0.001190958
1985,renewables,MUS,0.001190958
1985,total,MEX,4.455793735
1985,coal,MEX,0.115722523
1985,natural_gas,MEX,1.04049
1985,petroleum,MEX,3.007957802
1985,all_renewable,MEX,0.29162341
1985,nuclear,MEX,
1985,renewables,MEX,0.29162341
1985,total,FSM,0
1985,coal,FSM,0
1985,natural_gas,FSM,0
1985,petroleum,FSM,0
1985,all_renewable,FSM,0
1985,nuclear,FSM,0
1985,renewables,FSM,0
1985,total,MDA,
1985,coal,MDA,
1985,natural_gas,MDA,
1985,petroleum,MDA,
1985,all_renewable,MDA,
1985,nuclear,MDA,
1985,renewables,MDA,
1985,total,MNG,0.183178819
1985,coal,MNG,0.14885335
1985,natural_gas,MNG,0
1985,petroleum,MNG,0.033803433
1985,all_renewable,MNG,0.000522036
1985,renewables,MNG,0.000522036
1985,total,MNE,
1985,coal,MNE,
1985,natural_gas,MNE,
1985,petroleum,MNE,
1985,all_renewable,MNE,
1985,nuclear,MNE,
1985,renewables,MNE,
1985,total,MSR,0.000425225
1985,coal,MSR,0
1985,natural_gas,MSR,0
1985,petroleum,MSR,0.000425225
1985,all_renewable,MSR,0
1985,renewables,MSR,0
1985,total,MAR,0.223790073
1985,coal,MAR,0.027589368
1985,natural_gas,MAR,0.003141
1985,petroleum,MAR,0.187359905
1985,all_renewable,MAR,0.0056998
1985,renewables,MAR,0.0056998
1985,total,MOZ,0.029181283
1985,coal,MOZ,0
1985,natural_gas,MOZ,0
1985,petroleum,MOZ,0.027184532
1985,all_renewable,MOZ,0.001996751
1985,renewables,MOZ,0.001996751
1985,total,NAM,
1985,coal,NAM,
1985,natural_gas,NAM,
1985,petroleum,NAM,
1985,all_renewable,NAM,
1985,nuclear,NAM,
1985,renewables,NAM,
1985,total,NRU,0.001991508
1985,coal,NRU,0
1985,natural_gas,NRU,0
1985,petroleum,NRU,0.001991508
1985,all_renewable,NRU,0
1985,renewables,NRU,0
1985,total,NPL,0.010325185
1985,coal,NPL,0.001389085
1985,natural_gas,NPL,0
1985,petroleum,NPL,0.005225444
1985,all_renewable,NPL,0.003710656
1985,renewables,NPL,0.003710656
1985,total,NLD,2.998774419
1985,coal,NLD,0.257117898
1985,natural_gas,NLD,1.451856
1985,petroleum,NLD,1.242817364
1985,all_renewable,NLD,0.046983157
1985,nuclear,NLD,0.038753352
1985,renewables,NLD,0.008229805
1985,total,NLDA,0.155000453
1985,coal,NLDA,0
1985,natural_gas,NLDA,0
1985,petroleum,NLDA,0.155000453
1985,all_renewable,NLDA,0
1985,renewables,NLDA,0
1985,total,NCL,0.02258372
1985,coal,NCL,0.004538448
1985,natural_gas,NCL,0
1985,petroleum,NCL,0.013041159
1985,all_renewable,NCL,0.005004113
1985,renewables,NCL,0.005004113
1985,total,NZL,0.549675048
1985,coal,NZL,0.030253098
1985,natural_gas,NZL,0.135072
1985,petroleum,NZL,0.165077867
1985,all_renewable,NZL,0.219272083
1985,renewables,NZL,0.219272083
1985,total,NIC,0.035924413
1985,coal,NIC,0
1985,natural_gas,NIC,0
1985,petroleum,NIC,0.029425602
1985,all_renewable,NIC,0.006498811
1985,renewables,NIC,0.006498811
1985,total,NER,0.009705294
1985,coal,NER,0.003056715
1985,natural_gas,NER,0
1985,petroleum,NER,0.006208431
1985,all_renewable,NER,0.000440148
1985,renewables,NER,0.000440148
1985,total,NGA,0.59864925
1985,coal,NGA,0.002747355
1985,natural_gas,NGA,0.113076
1985,petroleum,NGA,0.452085099
1985,all_renewable,NGA,0.030740796
1985,renewables,NGA,0.030740796
1985,total,NIU,4.3458E-05
1985,coal,NIU,0
1985,natural_gas,NIU,0
1985,petroleum,NIU,4.3458E-05
1985,all_renewable,NIU,0
1985,renewables,NIU,0
1985,total,PRK,0.975796475
1985,coal,PRK,0.714273735
1985,natural_gas,PRK,0
1985,petroleum,PRK,0.133467676
1985,all_renewable,PRK,0.128055064
1985,renewables,PRK,0.128055064
1985,total,MKD,
1985,coal,MKD,
1985,natural_gas,MKD,
1985,petroleum,MKD,
1985,all_renewable,MKD,
1985,nuclear,MKD,
1985,renewables,MKD,
1985,total,MNP,0
1985,coal,MNP,0
1985,natural_gas,MNP,0
1985,petroleum,MNP,0
1985,all_renewable,MNP,0
1985,nuclear,MNP,
1985,renewables,MNP,0
1985,total,NOR,1.548484926
1985,coal,NOR,0.029725519
1985,natural_gas,NOR,0.051465
1985,petroleum,NOR,0.392685319
1985,all_renewable,NOR,1.074609088
1985,renewables,NOR,1.074609088
1985,total,OMN,0.11974852
1985,coal,OMN,0
1985,natural_gas,OMN,0.057585
1985,petroleum,OMN,0.06216352
1985,all_renewable,OMN,0
1985,renewables,OMN,0
1985,total,PAK,0.870855882
1985,coal,PAK,0.06013118
1985,natural_gas,PAK,0.34091
1985,petroleum,PAK,0.339410662
1985,all_renewable,PAK,0.13040404
1985,nuclear,PAK,0.003849082
1985,renewables,PAK,0.126554958
1985,total,PSE,
1985,coal,PSE,
1985,natural_gas,PSE,
1985,petroleum,PSE,
1985,all_renewable,PSE,
1985,nuclear,PSE,
1985,renewables,PSE,
1985,total,PAN,0.165227052
1985,coal,PAN,0
1985,natural_gas,PAN,0
1985,petroleum,PAN,0.144195306
