Report generated on: 01-12-2021 14:58:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
INTL.4411-2-CZE-QBTU.A,        Coal (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,1.003330176,0.936054202,0.917340154,0.93991376,0.907535496,0.824790361,0.717634183,0.860528255,0.836694318,0.817997176,0.846454296,0.834126774,0.815734195,0.812643945,0.831744311,0.786625791,0.726992769,0.730885558,0.743554527,0.716049227,0.66711687,0.678051135,0.686423719,0.68556646,0.685867966,0.680967141
INTL.4413-2-CZE-QBTU.A,        Natural gas (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,0.26141224,0.24100218,0.28869487,0.332377117,0.337206619,0.337693154,0.340497836,0.330409541,0.35398467,0.342388813,0.345847282,0.343467086,0.339268239,0.333725479,0.311009246,0.313530596,0.296928308,0.33554355,0.303907764,0.302288634,0.306271652,0.272570018,0.285831144,0.308463489,0.317036897,0.300427716
INTL.4415-2-CZE-QBTU.A,        Petroleum and other liquids (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,0.325207486,0.332989361,0.350213948,0.360662262,0.349303858,0.362017503,0.35979369,0.349996387,0.368307645,0.361370731,0.385104502,0.424408824,0.438656538,0.43584654,0.43536226,0.444448952,0.423281862,0.416856363,0.407862704,0.403228126,0.387717176,0.415310511,0.403092464,0.370082448,0.438470734,0.443582751
INTL.4419-2-CZE-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",--,--,--,--,--,--,--,--,--,--,--,--,--,0.120161007,0.134809578,0.129698256,0.131639999,0.141646421,0.133832677,0.137165817,0.127185746,0.144909821,0.182850662,0.234775894,0.25091235,0.239861982,0.260487349,0.255069935,0.271715262,0.28662828,0.306020387,0.315968903,0.342344638,0.3592061,0.350120534,0.329133949,0.305657781,0.337418039,0.347891305
INTL.4417-2-CZE-QBTU.A,            Nuclear (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,0.145163802,0.149156472,0.132142887,0.138841584,0.14204877,0.142378587,0.144311997,0.146359096,0.158840032,0.201347111,0.277990447,0.282876799,0.263037305,0.277108189,0.278646485,0.282978598,0.290296815,0.299074151,0.301958456,0.323528533,0.328068768,0.323913107,0.286586807,0.25709903,0.302961515,0.319592305
INTL.4418-2-CZE-QBTU.A,            Renewables and other (quad Btu),--,--,--,--,--,--,--,--,--,--,--,--,--,-0.025002795,-0.014346894,-0.002444631,-0.007201585,-0.000402349,-0.00854591,-0.00714618,-0.01917335,-0.013930211,-0.018496449,-0.043214553,-0.031964449,-0.023175323,-0.01662084,-0.02357655,-0.011263336,-0.003668535,0.006946236,0.014010447,0.018816105,0.031137332,0.026207427,0.042547142,0.048558751,0.034456524,0.028299
,Côte d’Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-CIV-QBTU.A,    Consumption (quad Btu),0.073119802,0.081241524,0.07708221,0.074424486,0.065112729,0.077240414,0.078675462,0.08637045,0.089623916,0.089904073,0.077477494,0.065507752,0.063606112,0.071507168,0.073772458,0.080492295,0.093637293,0.095577204,0.096477986,0.124703476,0.12542619,0.124262601,0.120783015,0.108892097,0.117558526,0.130490648,0.111555829,0.119365727,0.131223168,0.127671013,0.130527812,0.121461088,0.148054486,0.163911046,0.17315123,0.172438617,0.195751333,0.195582498,0.1950618
INTL.4411-2-CIV-QBTU.A,        Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-CIV-QBTU.A,        Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147627,0.01331093,0.022184883,0.029579844,0.049546239,0.049915987,0.049915987,0.047369422,0.047369422,0.04595541,0.04595541,0.04595541,0.053025473,0.056560504,0.056560504,0.058504771,0.057691714,0.062923561,0.072256044,0.07289235,0.0729277,0.081659153,0.081659153,0.070505498
INTL.4415-2-CIV-QBTU.A,        Petroleum and other liquids (quad Btu),0.059147942,0.063199646,0.058986336,0.063199646,0.061260369,0.063199646,0.066359628,0.073700946,0.076956368,0.076864073,0.063861276,0.05254624,0.052871116,0.060301285,0.061785266,0.060689025,0.063437755,0.057504473,0.055022947,0.061809794,0.061923313,0.059877481,0.061337197,0.047683649,0.058001216,0.073975748,0.053292383,0.050252045,0.057026043,0.051460717,0.056881804,0.048090138,0.069647493,0.078614782,0.084545034,0.088923113,0.103212145,0.09993408,0.10083709
INTL.4419-2-CIV-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.01397186,0.018041878,0.018095874,0.01122484,0.00385236,0.014040768,0.012315834,0.012669504,0.012667548,0.01304,0.013616218,0.012961512,0.010734996,0.011205883,0.011987192,0.018327,0.016888608,0.015887848,0.011875195,0.013347444,0.01358689,0.014469134,0.012076396,0.013839026,0.0136019,0.010559491,0.012308037,0.016088209,0.017636621,0.019649792,0.015141236,0.015679236,0.015483432,0.01304022,0.015713846,0.010587805,0.010880035,0.013989265,0.023719212
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-CIV-QBTU.A,            Renewables and other (quad Btu),0.01397186,0.018041878,0.018095874,0.01122484,0.00385236,0.014040768,0.012315834,0.012669504,0.012667548,0.01304,0.013616218,0.012961512,0.010734996,0.011205883,0.011987192,0.018327,0.016888608,0.015887848,0.011875195,0.013347444,0.01358689,0.014469134,0.012076396,0.013839026,0.0136019,0.010559491,0.012308037,0.016088209,0.017636621,0.019649792,0.015141236,0.015679236,0.015483432,0.01304022,0.015713846,0.010587805,0.010880035,0.013989265,0.023719212
,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-DNK-QBTU.A,    Consumption (quad Btu),0.855960554,0.725808905,0.726170375,0.696347449,0.705366109,0.779730832,0.795141138,0.80097015,0.780136844,0.735903376,0.748951153,0.817717614,0.785509038,0.82433899,0.873294201,0.88264092,0.979253022,0.926171194,0.90425338,0.887090188,0.865629641,0.877287021,0.845477694,0.883390247,0.857020642,0.837142329,0.891680377,0.86883363,0.836382594,0.786023421,0.825001159,0.785416814,0.746176226,0.760104994,0.734116048,0.724232976,0.736220491,0.738012171,0.727881107
INTL.4411-2-DNK-QBTU.A,        Coal (quad Btu),0.231815539,0.184800414,0.224969354,0.211742712,0.224480341,0.277270479,0.281112726,0.277060902,0.262017925,0.212092007,0.232630561,0.314621773,0.258338683,0.276967757,0.305749676,0.255614181,0.349574573,0.25689493,0.217447866,0.182355348,0.153922724,0.162375666,0.161257921,0.224387196,0.171992925,0.146145085,0.217215002,0.184451119,0.162934538,0.158649851,0.155273331,0.129425491,0.101458594,0.128377606,0.102484234,0.072780104,0.084124045,0.062488439,0.062531943
INTL.4413-2-DNK-QBTU.A,        Natural gas (quad Btu),0,0,0,0.002266,0.0073899,0.029484,0.04914,0.063162,0.069824,0.075348,0.079497,0.089544,0.09420992,0.106801263,0.118399329,0.13960848,0.162104326,0.185077439,0.190949618,0.202102801,0.206425004,0.204118934,0.203960511,0.206490019,0.205535843,0.19742593,0.201218407,0.179677211,0.181174849,0.173688528,0.195873521,0.165713108,0.154223584,0.146204654,0.123864631,0.126280015,0.12869022,0.123040067,0.117035301
INTL.4415-2-DNK-QBTU.A,        Petroleum and other liquids (quad Btu),0.6248169,0.51981183,0.491534915,0.46580935,0.454435899,0.468384437,0.461513993,0.448925831,0.429421284,0.41035539,0.40324414,0.407113136,0.403880488,0.416896948,0.444060869,0.466953767,0.494003468,0.473750128,0.465233948,0.459376365,0.439130706,0.445329396,0.410821269,0.392185541,0.386175535,0.381585106,0.396344924,0.397219169,0.378267076,0.34599114,0.348543422,0.339827321,0.32398293,0.322123462,0.319708045,0.321115949,0.329589922,0.328961526,0.33477051
INTL.4419-2-DNK-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",-0.000671885,0.021196662,0.009666106,0.016529387,0.019059969,0.004591916,0.003374419,0.011821417,0.018873635,0.038107979,0.033579452,0.006438706,0.029079947,0.023673021,0.005084326,0.020464492,-0.026429344,0.010448696,0.030621949,0.043255674,0.066151207,0.065463024,0.069437993,0.060327492,0.093316339,0.111986208,0.076902043,0.107486132,0.11400613,0.107693901,0.125310885,0.150450895,0.166511118,0.163399272,0.188059137,0.204056908,0.193816303,0.223522139,0.213543352
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-DNK-QBTU.A,            Renewables and other (quad Btu),-0.000671885,0.021196662,0.009666106,0.016529387,0.019059969,0.004591916,0.003374419,0.011821417,0.018873635,0.038107979,0.033579452,0.006438706,0.029079947,0.023673021,0.005084326,0.020464492,-0.026429344,0.010448696,0.030621949,0.043255674,0.066151207,0.065463024,0.069437993,0.060327492,0.093316339,0.111986208,0.076902043,0.107486132,0.11400613,0.107693901,0.125310885,0.150450895,0.166511118,0.163399272,0.188059137,0.204056908,0.193816303,0.223522139,0.213543352
,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-DJI-QBTU.A,    Consumption (quad Btu),0.021651177,0.017273617,0.017273617,0.012955213,0.010825589,0.010796011,0.00971641,0.00992811,0.009725206,0.022855789,0.023482312,0.023482312,0.023776751,0.023923487,0.02457253,0.024343055,0.024409748,0.02457253,0.02457253,0.02457253,0.012057651,0.012012843,0.012047991,0.012497622,0.012155557,0.011494758,0.010741764,0.011180997,0.01250318,0.010857237,0.012364418,0.00933997,0.012324276,0.012721701,0.012943424,0.011380872,0.010371438,0.009042648,0.009508786
INTL.4411-2-DJI-QBTU.A,        Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-DJI-QBTU.A,        Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-2-DJI-QBTU.A,        Petroleum and other liquids (quad Btu),0.021651177,0.017273617,0.017273617,0.012955213,0.010825589,0.010796011,0.00971641,0.00992811,0.009725206,0.022855789,0.023482312,0.023482312,0.023776751,0.023923487,0.02457253,0.024343055,0.024409748,0.02457253,0.02457253,0.02457253,0.012057651,0.012012843,0.012047991,0.012497622,0.012155557,0.011494758,0.010741764,0.011180997,0.01250318,0.010857237,0.012364418,0.00933997,0.012319518,0.01271693,0.012938669,0.011376212,0.010366822,0.009038042,0.009499682
INTL.4419-2-DJI-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004758,4.7705E-06,0.000004755,4.6595E-06,0.000004616,4.6065E-06,0.000009104
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-DJI-QBTU.A,            Renewables and other (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004758,4.7705E-06,0.000004755,4.6595E-06,0.000004616,4.6065E-06,0.000009104
,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-DMA-QBTU.A,    Consumption (quad Btu),0.000503253,0.000717493,0.000707049,0.000770763,0.000781682,0.000759221,0.000638999,0.000840802,0.000896485,0.000896569,0.000896089,0.000896633,0.000896773,0.000894601,0.001140597,0.001416996,0.001420873,0.00142593,0.001496989,0.001548927,0.001805983,0.001933484,0.001822092,0.002032755,0.00240821,0.002307709,0.00230118,0.002780198,0.002503081,0.002541754,0.002658277,0.002693015,0.002591289,0.00258853,0.002670999,0.002774302,0.00290088,0.002709193,0.002793731
INTL.4411-2-DMA-QBTU.A,        Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-DMA-QBTU.A,        Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-2-DMA-QBTU.A,        Petroleum and other liquids (quad Btu),0.000409761,0.000612963,0.000612963,0.000612963,0.000614642,0.000612963,0.000503201,0.000694936,0.000731301,0.000729657,0.000729657,0.000729657,0.000731301,0.000729657,0.000965225,0.001221068,0.001224413,0.00122167,0.00122167,0.001221695,0.001479551,0.001654493,0.001516902,0.00173913,0.002067666,0.002035736,0.002031383,0.002569669,0.002303045,0.00230849,0.002425109,0.002344211,0.00233055,0.002231696,0.002372794,0.002538,0.002556,0.002447939,0.00256451
INTL.4419-2-DMA-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.000093492,0.00010453,0.000094086,0.0001578,0.00016704,0.000146258,0.000135798,0.000145866,0.000165184,0.000166912,0.000166432,0.000166976,0.000165472,0.000164944,0.000175372,0.000195928,0.00019646,0.00020426,0.000275319,0.000327232,0.000326432,0.000278991,0.00030519,0.000293625,0.000340544,0.000271973,0.000269797,0.000210529,0.000200036,0.000233264,0.000233168,0.000348804,0.000260738,0.000356833,0.000298205,0.000236302,0.00034488,0.000261253,0.000229221
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-DMA-QBTU.A,            Renewables and other (quad Btu),0.000093492,0.00010453,0.000094086,0.0001578,0.00016704,0.000146258,0.000135798,0.000145866,0.000165184,0.000166912,0.000166432,0.000166976,0.000165472,0.000164944,0.000175372,0.000195928,0.00019646,0.00020426,0.000275319,0.000327232,0.000326432,0.000278991,0.00030519,0.000293625,0.000340544,0.000271973,0.000269797,0.000210529,0.000200036,0.000233264,0.000233168,0.000348804,0.000260738,0.000356833,0.000298205,0.000236302,0.00034488,0.000261253,0.000229221
,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-DOM-QBTU.A,    Consumption (quad Btu),0.08626352,0.086477737,0.090110565,0.107367687,0.092808021,0.099429651,0.108598434,0.119289908,0.132197513,0.128587481,0.138733682,0.134099472,0.143400585,0.134474328,0.146293566,0.157910375,0.171617288,0.181517001,0.187892447,0.213401612,0.293787076,0.285568896,0.301608288,0.276742664,0.257945146,0.282818892,0.282487017,0.290483188,0.288733062,0.285288437,0.299584656,0.294802043,0.327216945,0.311962233,0.299517625,0.332147486,0.35326591,0.348453515,0.385251332
INTL.4411-2-DOM-QBTU.A,        Coal (quad Btu),0,0,0,0.000163422,0.000303498,0.000522951,0.000653689,0.000541628,0.000226457,0.00023346,0.000396883,0.000452913,0.000429567,0.00050194,0.001424108,0.001867683,0.002427987,0.002474679,0.003501905,0.001167302,0.002171181,0.004739245,0.005439626,0.008941531,0.01006214,0.011112712,0.016435607,0.016995912,0.018443366,0.018046483,0.017439487,0.01853675,0.020451125,0.02012428,0.023981518,0.027748359,0.029606096,0.030392099,0.029894297
INTL.4413-2-DOM-QBTU.A,        Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011092442,0.004806725,0.009243701,0.009243701,0.017747906,0.017378158,0.020705891,0.03031934,0.034386569,0.04732775,0.039526067,0.039526067,0.040968084,0.038564742,0.042594962,0.046717102
INTL.4415-2-DOM-QBTU.A,        Petroleum and other liquids (quad Btu),0.079552872,0.077247738,0.081423291,0.098125505,0.085833362,0.087686621,0.098125505,0.10843347,0.122989176,0.121854885,0.133999165,0.127579545,0.13719144,0.122050525,0.138936885,0.149396325,0.159909426,0.17179601,0.176616565,0.200654005,0.283472737,0.273215597,0.28689981,0.244166715,0.22634653,0.243330744,0.239157541,0.238541762,0.238963151,0.231954827,0.237082015,0.2261276,0.240784374,0.231215982,0.22026941,0.251026214,0.2668266,0.249066324,0.284066781
INTL.4419-2-DOM-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.006710648,0.009229999,0.008687274,0.00907876,0.00667116,0.011220078,0.00981924,0.01031481,0.00898188,0.006499136,0.004337634,0.006067014,0.005779578,0.011921863,0.005932573,0.006646368,0.009279875,0.007246312,0.007773977,0.011580306,0.008143158,0.007614054,0.009268852,0.012541977,0.016729751,0.019131735,0.017650167,0.017197608,0.013948386,0.014581236,0.014743814,0.015751124,0.018653696,0.021095904,0.015740631,0.01240483,0.018268471,0.02640013,0.024573152
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-DOM-QBTU.A,            Renewables and other (quad Btu),0.006710648,0.009229999,0.008687274,0.00907876,0.00667116,0.011220078,0.00981924,0.01031481,0.00898188,0.006499136,0.004337634,0.006067014,0.005779578,0.011921863,0.005932573,0.006646368,0.009279875,0.007246312,0.007773977,0.011580306,0.008143158,0.007614054,0.009268852,0.012541977,0.016729751,0.019131735,0.017650167,0.017197608,0.013948386,0.014581236,0.014743814,0.015751124,0.018653696,0.021095904,0.015740631,0.01240483,0.018268471,0.02640013,0.024573152
,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-ECU-QBTU.A,    Consumption (quad Btu),0.185668661,0.191147629,0.206577207,0.196091477,0.208770555,0.220721595,0.236825075,0.233787579,0.241755746,0.236778954,0.252807874,0.265933945,0.296282202,0.287186068,0.312555314,0.306893868,0.332554966,0.342081242,0.350580702,0.336477433,0.36911272,0.392478784,0.399895573,0.414140215,0.450201484,0.477770928,0.505176112,0.534547645,0.558171328,0.575202735,0.597348679,0.617202369,0.641528968,0.654640258,0.711026056,0.690750636,0.683090369,0.693577987,0.727549308
INTL.4411-2-ECU-QBTU.A,        Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42876E-05,2.81662E-05,3.20799E-05,2.8311E-05,3.94092E-05,4.9317E-05,8.38544E-05,0.00026187,6.816E-05,0.00012116,0.000189282,0.000410513,0.000376325,0.000492732,0.000588759,0.000683804,0.000637831,0.000359334,0.000405774,0.000326974
INTL.4413-2-ECU-QBTU.A,        Natural gas (quad Btu),0.0039,0.0026,0.0026,0.0039,0.0052,0.0052,0.0039,0.00247,0.00364,0.00364,0.0052,0.004194015,0.00459095,0.004589,0.004589,0.005512,0.00550914,0.00459095,0.00459095,0.00459095,0.00642733,0.00734552,0.00459095,0.006886425,0.007804615,0.01193647,0.01285466,0.012625113,0.010256182,0.011676269,0.012306571,0.008987526,0.019280295,0.01920571,0.021555146,0.018534442,0.020399058,0.016632534,0.012995352
INTL.4415-2-ECU-QBTU.A,        Petroleum and other liquids (quad Btu),0.172603641,0.18032881,0.194673147,0.174181237,0.170548835,0.176230428,0.188320655,0.184577945,0.189169662,0.18236641,0.1962532,0.20929903,0.240767244,0.2232997,0.24092263,0.24869786,0.262100286,0.271422395,0.280310875,0.259121165,0.285744851,0.312684884,0.319299802,0.331646797,0.363371246,0.391292784,0.409963239,0.421225795,0.433960479,0.468331006,0.495941165,0.493647409,0.502853205,0.524977644,0.573512246,0.544098,0.513053,0.488735961,0.523397765
INTL.4419-2-ECU-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.00916502,0.008218819,0.00930406,0.01801024,0.03302172,0.039291167,0.04460442,0.046739634,0.048946084,0.050772544,0.051354674,0.0524409,0.050924008,0.059297368,0.067043684,0.052684008,0.06494554,0.066067897,0.065678877,0.07274103,0.076912373,0.0724163,0.07597651,0.075567583,0.078976305,0.07445782,0.082096343,0.100628577,0.113833506,0.095006178,0.08869043,0.114191109,0.118902736,0.109868145,0.11527486,0.127480363,0.149278976,0.187803718,0.190829217
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-ECU-QBTU.A,            Renewables and other (quad Btu),0.00916502,0.008218819,0.00930406,0.01801024,0.03302172,0.039291167,0.04460442,0.046739634,0.048946084,0.050772544,0.051354674,0.0524409,0.050924008,0.059297368,0.067043684,0.052684008,0.06494554,0.066067897,0.065678877,0.07274103,0.076912373,0.0724163,0.07597651,0.075567583,0.078976305,0.07445782,0.082096343,0.100628577,0.113833506,0.095006178,0.08869043,0.114191109,0.118902736,0.109868145,0.11527486,0.127480363,0.149278976,0.187803718,0.190829217
,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-EGY-QBTU.A,    Consumption (quad Btu),0.714059411,0.830515837,0.923208772,1.059554487,1.15533462,1.219938124,1.240848107,1.290175802,1.303743249,1.345306687,1.421279576,1.423717896,1.426826121,1.514267128,1.59364994,1.635977949,1.77043515,1.832104973,1.895635943,1.941138483,2.005552322,2.243045836,2.234882355,2.434688741,2.629545554,2.751240696,2.916750955,3.097490691,3.211926447,3.36429416,3.503799868,3.619634139,3.775118559,3.739571386,3.726973596,3.730191792,3.767649166,4.005664613,4.040185323
INTL.4411-2-EGY-QBTU.A,        Coal (quad Btu),0.022548752,0.029164656,0.029885857,0.028092519,0.028541316,0.030102067,0.030200963,0.031982662,0.034978976,0.035796437,0.031441557,0.029873778,0.028588129,0.036683015,0.045838321,0.043299161,0.043411152,0.04394574,0.036646711,0.038303995,0.042705308,0.044560533,0.04072057,0.044728254,0.043312473,0.048147617,0.047509254,0.047376456,0.043231929,0.041272174,0.039483706,0.031295502,0.02393123,0.019393901,0.022313679,0.047734585,0.059675297,0.066429873,0.12827202
INTL.4413-2-EGY-QBTU.A,        Natural gas (quad Btu),0.03141,0.05235,0.098418,0.118311,0.149721,0.183225,0.2094,0.232434,0.255468,0.285831,0.299435989,0.336087,0.365403,0.417445548,0.44332074,0.45959112,0.495462387,0.499159868,0.508033821,0.542420389,0.676638932,0.907731463,0.924370125,1.095193724,1.163227365,1.264908079,1.397647629,1.472743458,1.55479055,1.640572098,1.707126747,1.876101606,1.965099961,1.920471372,1.777748624,1.772498202,1.873031843,2.1339978,2.17607025
INTL.4415-2-EGY-QBTU.A,        Petroleum and other liquids (quad Btu),0.559834951,0.644198478,0.687145043,0.807395426,0.874203808,0.923351152,0.919056495,0.941090085,0.93301269,0.94151823,0.990390635,0.96966484,0.946016304,0.953515415,1.003529905,1.029063115,1.123829352,1.1782127,1.2346198,1.213506375,1.155857462,1.142856758,1.149828042,1.173107627,1.304704537,1.319836873,1.350082482,1.428177227,1.472533908,1.557065623,1.623576849,1.57719481,1.65014059,1.658806258,1.782497864,1.764922873,1.6904404,1.662965421,1.584544883
INTL.4419-2-EGY-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.100265708,0.104802703,0.107759872,0.105755543,0.102868496,0.083259905,0.082190649,0.084669055,0.080283584,0.08216102,0.100011394,0.088092278,0.086818688,0.10662315,0.100960974,0.104024554,0.107732259,0.110786665,0.116335611,0.146907724,0.13035062,0.147897082,0.119963619,0.121659137,0.118301179,0.118348127,0.121511591,0.14919355,0.141370059,0.125384264,0.133612566,0.135042221,0.135946777,0.140899855,0.144413429,0.145036131,0.144501626,0.14227152,0.151298171
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-EGY-QBTU.A,            Renewables and other (quad Btu),0.100265708,0.104802703,0.107759872,0.105755543,0.102868496,0.083259905,0.082190649,0.084669055,0.080283584,0.08216102,0.100011394,0.088092278,0.086818688,0.10662315,0.100960974,0.104024554,0.107732259,0.110786665,0.116335611,0.146907724,0.13035062,0.147897082,0.119963619,0.121659137,0.118301179,0.118348127,0.121511591,0.14919355,0.141370059,0.125384264,0.133612566,0.135042221,0.135946777,0.140899855,0.144413429,0.145036131,0.144501626,0.14227152,0.151298171
,El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-SLV-QBTU.A,    Consumption (quad Btu),0.045191087,0.041036123,0.042302598,0.042553947,0.044952655,0.04574569,0.048091537,0.046864737,0.051121721,0.051727029,0.053631217,0.053006992,0.059988619,0.062162863,0.068054039,0.084745972,0.086685209,0.086041776,0.098092036,0.103608796,0.100326051,0.104176781,0.106705905,0.113849272,0.113542825,0.117468931,0.124157437,0.129454501,0.12592556,0.121477994,0.125944033,0.12587725,0.126750205,0.123676343,0.126370326,0.128785715,0.129686621,0.127610681,0.137440915
INTL.4411-2-SLV-QBTU.A,        Coal (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4413-2-SLV-QBTU.A,        Natural gas (quad Btu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4415-2-SLV-QBTU.A,        Petroleum and other liquids (quad Btu),0.029162403,0.02492805,0.02492805,0.027005387,0.027079375,0.029082725,0.030952329,0.030552544,0.033234081,0.032236837,0.034214261,0.039652724,0.045404789,0.045895721,0.051213077,0.065195899,0.062667472,0.06609566,0.077305394,0.078491608,0.077526533,0.079840251,0.083597109,0.087204821,0.087718929,0.088427627,0.091984025,0.097086279,0.090327756,0.090244228,0.08867202,0.089335299,0.091832679,0.087795624,0.090642058,0.096308272,0.097089,0.088994146,0.09864678
INTL.4419-2-SLV-QBTU.A,"        Nuclear, renewables, and other (quad Btu)",0.016028684,0.016108073,0.017374548,0.01554856,0.01787328,0.016662965,0.017139208,0.016312193,0.01788764,0.019490192,0.019416956,0.013354268,0.01458383,0.016267142,0.016840962,0.019550073,0.024017737,0.019946116,0.020786642,0.025117188,0.022799518,0.02433653,0.023108796,0.02664445,0.025823896,0.029041304,0.032173412,0.032368222,0.035597804,0.031233766,0.037272012,0.036541951,0.034917526,0.035880719,0.035728268,0.032477443,0.032597621,0.038616535,0.038794135
none,            Nuclear (quad Btu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.4418-2-SLV-QBTU.A,            Renewables and other (quad Btu),0.016028684,0.016108073,0.017374548,0.01554856,0.01787328,0.016662965,0.017139208,0.016312193,0.01788764,0.019490192,0.019416956,0.013354268,0.01458383,0.016267142,0.016840962,0.019550073,0.024017737,0.019946116,0.020786642,0.025117188,0.022799518,0.02433653,0.023108796,0.02664445,0.025823896,0.029041304,0.032173412,0.032368222,0.035597804,0.031233766,0.037272012,0.036541951,0.034917526,0.035880719,0.035728268,0.032477443,0.032597621,0.038616535,0.038794135
,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.44-2-GNQ-QBTU.A,    Consumption (quad Btu),0.000852269,0.000850128,0.001057435,0.001057567,0.001060247,0.001264726,0.001057419,0.001097948,0.001100603,0.001735811,0.001735751,0.001735819,0.001740224,0.001735565,0.001735579,0.001735466,0.00174022,0.001958199,0.002697647,0.002697751,0.005266565,0.005975229,0.053281592,0.05583337,0.012401737,0.057940042,0.058611582,0.066181511,0.066491643,0.06830676,0.069181652,0.070659524,0.069698499,0.066866298,0.064748065,0.059500563,0.059361764,0.062399756,0.067106728
